run,method,dataset,scene,psnr,ssim,lpips,cuda_time_s,wall_time_s,fps,peak_device_mb,gaussians_m,path
R1,fastgs_base,Deep Blending,drjohnson,29.4884033203125,0.8979911804199219,0.2752212882041931,146.29360620604868,159.0,722.3467934041748,7650.0,0.251102,<LOCAL_PATH>
R1,fastgs_base,Deep Blending,playroom,30.348594665527344,0.9044257998466492,0.26470518112182617,127.33237645941549,138.0,766.8023877040102,6428.0,0.186798,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,bicycle,24.803678512573242,0.71285080909729,0.3118745982646942,186.4528185998041,239.0,563.6182105832759,8080.0,0.53721,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,flowers,21.19464111328125,0.5581705570220947,0.40848448872566223,185.51959470321535,235.0,576.6069371582402,8192.0,0.48678,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,garden,27.146657943725586,0.8341342806816101,0.17636756598949432,241.41111411220427,297.0,477.05070428942975,8682.0,0.742074,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,stump,26.601110458374023,0.7553930282592773,0.29819411039352417,165.34529662597285,202.0,597.7124406855438,6598.0,0.388386,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,treehill,22.838912963867188,0.6101782917976379,0.4305163025856018,170.51239026768812,211.0,609.7587408894417,6870.0,0.390934,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,room,31.72152328491211,0.9190576076507568,0.2185230255126953,163.09633602010618,201.0,670.1772758892572,10336.0,0.206656,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,counter,29.04987335205078,0.9058548212051392,0.2054423987865448,183.65394411752868,216.0,578.6808634257867,9865.0,0.207426,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,kitchen,31.701234817504883,0.9276807308197021,0.12823551893234253,244.34106549217486,282.0,481.9331449147827,11111.0,0.377391,<LOCAL_PATH>
R1,skipgs_base,Mip-NeRF 360,bonsai,32.04902648925781,0.9413659572601318,0.19197936356067657,183.55790060767973,221.0,614.5454354991781,10973.0,0.276833,<LOCAL_PATH>
R1,skipgs_base,Tanks & Temples,truck,25.586261749267578,0.8711254596710205,0.1809782087802887,110.9575736187124,121.0,709.54547494824,5067.0,0.254849,<LOCAL_PATH>
R1,skipgs_base,Tanks & Temples,train,22.297122955322266,0.8022491335868835,0.24513530731201172,118.71602552810656,129.0,627.5403122471469,5425.0,0.229048,<LOCAL_PATH>
R1,skipgs_base,Deep Blending,drjohnson,29.395082473754883,0.8975812792778015,0.277330607175827,125.72783381512286,138.0,724.6931505444695,7677.0,0.249272,<LOCAL_PATH>
R1,skipgs_base,Deep Blending,playroom,30.6140079498291,0.9041120409965515,0.2673068344593048,111.69123793360794,122.0,778.3524333444933,6523.0,0.185089,<LOCAL_PATH>
R1,full,Mip-NeRF 360,bicycle,24.744094848632812,0.7119355797767639,0.31302374601364136,177.36236597949775,229.0,570.5498890462013,8209.0,0.533957,<LOCAL_PATH>
R1,full,Mip-NeRF 360,flowers,21.16771125793457,0.5584015250205994,0.4073064923286438,178.68014281951176,228.0,573.6040420650603,7661.0,0.49397,<LOCAL_PATH>
R1,full,Mip-NeRF 360,garden,27.138534545898438,0.8340632915496826,0.17639614641666412,234.89232121278445,291.0,480.74294502979456,8963.0,0.754821,<LOCAL_PATH>
R1,full,Mip-NeRF 360,stump,26.641841888427734,0.7548591494560242,0.29892000555992126,157.5816783801796,194.0,602.2741740845397,6303.0,0.392538,<LOCAL_PATH>
R1,full,Mip-NeRF 360,treehill,22.85276985168457,0.6094557642936707,0.4313873052597046,162.9771252439166,204.0,606.3286706337649,7017.0,0.395893,<LOCAL_PATH>
R1,full,Mip-NeRF 360,room,31.687713623046875,0.9170254468917847,0.2208058089017868,153.18441178273417,191.0,674.7681189481001,10039.0,0.209453,<LOCAL_PATH>
R1,full,Mip-NeRF 360,counter,29.020551681518555,0.90511155128479,0.20678168535232544,176.01789679567472,208.0,576.5323352763709,10105.0,0.208077,<LOCAL_PATH>
R1,full,Mip-NeRF 360,kitchen,31.57681655883789,0.9271938800811768,0.12896905839443207,235.64110581557395,273.0,471.2814574078821,11493.0,0.379577,<LOCAL_PATH>
R1,full,Mip-NeRF 360,bonsai,31.966510772705078,0.9403252601623535,0.19299165904521942,175.0551076589706,213.0,613.6504549932338,10535.0,0.277985,<LOCAL_PATH>
R1,full,Tanks & Temples,truck,25.535003662109375,0.8704222440719604,0.18229588866233826,109.39913038492891,119.0,717.6923261196661,5091.0,0.255157,<LOCAL_PATH>
R1,full,Tanks & Temples,train,22.29887580871582,0.799921989440918,0.24833977222442627,115.53567625713158,126.0,629.8587326872404,5667.0,0.22369,<LOCAL_PATH>
R1,full,Deep Blending,drjohnson,29.45853614807129,0.8972563147544861,0.2795383632183075,118.82907237139122,130.0,736.2986310632114,7443.0,0.242613,<LOCAL_PATH>
R1,full,Deep Blending,playroom,30.648900985717773,0.9061083197593689,0.2661961615085602,109.50470537786899,120.0,759.2231694925986,6551.0,0.20057,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,bicycle,24.760908126831055,0.7123165130615234,0.31268632411956787,183.1701585701416,236.0,567.3159004962629,8129.0,0.537199,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,flowers,21.186803817749023,0.5571942329406738,0.40943583846092224,182.62139151144697,232.0,581.2880101593591,7749.0,0.486251,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,garden,27.17032814025879,0.8343677520751953,0.1766921430826187,238.88823492525623,295.0,483.98173244337545,8995.0,0.739323,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,stump,26.62010955810547,0.7540315389633179,0.2993781566619873,162.86936772327044,199.0,613.123517551691,6257.0,0.387996,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,treehill,22.78829002380371,0.6105771660804749,0.43054714798927307,167.64942554537515,209.0,606.2526381572095,7211.0,0.390038,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,room,31.825210571289062,0.9189753532409668,0.21887755393981934,161.1976319017562,200.0,649.4615018251757,9901.0,0.206563,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,counter,29.036962509155273,0.9055660367012024,0.20594815909862518,188.4944503425379,221.0,558.7417019860479,10301.0,0.206777,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,kitchen,31.681867599487305,0.9282457828521729,0.1278502196073532,250.647822922274,289.0,465.78176470564347,12210.0,0.378114,<LOCAL_PATH>
R1,wo_channel,Mip-NeRF 360,bonsai,31.8601016998291,0.9398035407066345,0.19249282777309418,182.62873683210427,220.0,618.5616030554213,11029.0,0.27478,<LOCAL_PATH>
R1,wo_channel,Tanks & Temples,truck,25.648107528686523,0.871367871761322,0.18035779893398285,111.42196714861645,122.0,702.86849212288,5107.0,0.256754,<LOCAL_PATH>
R1,wo_channel,Tanks & Temples,train,22.225507736206055,0.8008597493171692,0.24655643105506897,120.25059471348939,130.0,621.3478028038688,5779.0,0.228843,<LOCAL_PATH>
R1,wo_channel,Deep Blending,drjohnson,29.487548828125,0.8973333835601807,0.2784535884857178,124.74728875179407,137.0,718.5027471827727,7879.0,0.246894,<LOCAL_PATH>
R1,wo_channel,Deep Blending,playroom,30.609601974487305,0.9046737551689148,0.267982542514801,110.89431963724692,122.0,775.3113088737332,7011.0,0.184147,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,bicycle,24.747663497924805,0.7125431895256042,0.3121987581253052,181.7512937991493,234.0,558.0569644548641,8344.0,0.537306,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,flowers,21.18785285949707,0.5590657591819763,0.40661361813545227,183.09694312920942,233.0,552.6574828301372,8604.0,0.49207,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,garden,26.988550186157227,0.8335331082344055,0.17581801116466522,238.8048996207352,296.0,479.92349852272696,8999.0,0.760018,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,stump,26.66583251953125,0.755566418170929,0.29875752329826355,160.8866200576081,198.0,612.3928584847203,6600.0,0.388375,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,treehill,22.836557388305664,0.6094717979431152,0.43043839931488037,162.42142032305236,204.0,614.096842990791,7919.0,0.393878,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,room,31.66459083557129,0.9180140495300293,0.22010166943073273,153.13425142968177,192.0,683.3642067869313,10640.0,0.208661,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,counter,29.0009822845459,0.9051482677459717,0.2060997486114502,175.41683030201548,207.0,583.0658009147572,10384.0,0.208468,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,kitchen,31.692941665649414,0.9275437593460083,0.12846256792545319,234.47936542588405,272.0,479.0199737841038,12154.0,0.380341,<LOCAL_PATH>
R1,wo_temporal,Mip-NeRF 360,bonsai,31.99609375,0.9403666853904724,0.19259199500083923,178.74719457737436,216.0,611.8294378895426,9985.0,0.278732,<LOCAL_PATH>
R1,wo_temporal,Tanks & Temples,truck,25.595985412597656,0.8706728219985962,0.18280816078186035,111.79730357173312,122.0,718.3484594991472,5303.0,0.253533,<LOCAL_PATH>
R1,wo_temporal,Tanks & Temples,train,22.29001808166504,0.8004892468452454,0.2480226755142212,114.97976451780782,125.0,626.8651832378365,5813.0,0.223532,<LOCAL_PATH>
R1,wo_temporal,Deep Blending,drjohnson,29.51645851135254,0.8971717953681946,0.27848902344703674,121.72280735699577,134.0,717.1657817140447,7964.0,0.245462,<LOCAL_PATH>
R1,wo_temporal,Deep Blending,playroom,30.31002426147461,0.9029318690299988,0.26652422547340393,109.37764296124867,120.0,767.3703098158138,6855.0,0.198126,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,bicycle,24.700605392456055,0.7088726162910461,0.3158935606479645,176.73867300953768,229.0,566.3061004757815,8437.0,0.537067,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,flowers,21.177934646606445,0.5580276846885681,0.407481849193573,179.94181066040667,230.0,570.6907997532983,8617.0,0.498447,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,garden,27.114091873168945,0.8333671689033508,0.17741042375564575,239.16331296983378,296.0,477.18342174647853,8939.0,0.773614,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,stump,26.661144256591797,0.7556397318840027,0.2978648543357849,157.0290310674841,194.0,593.827977926793,6847.0,0.39476,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,treehill,22.84681510925293,0.6088700890541077,0.4331497848033905,162.2915923984924,204.0,600.434681547412,7137.0,0.399479,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,room,31.791011810302734,0.9170187711715698,0.22076056897640228,153.77649987580466,192.0,666.0127313271653,10681.0,0.211677,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,counter,28.932422637939453,0.9042491316795349,0.207414910197258,176.19714655223805,209.0,585.9998819702386,10959.0,0.209875,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,kitchen,31.65020179748535,0.9272149205207825,0.1288033276796341,234.38457696220823,271.0,481.13299167591987,12965.0,0.382351,<LOCAL_PATH>
R1,wo_densification_aware,Mip-NeRF 360,bonsai,31.873214721679688,0.9394038319587708,0.19375120103359222,171.35849510840757,208.0,625.50310271034,11378.0,0.281787,<LOCAL_PATH>
R1,wo_densification_aware,Tanks & Temples,truck,25.56163787841797,0.8700581789016724,0.18331733345985413,107.72274772936707,117.0,718.3197536859029,5370.0,0.256279,<LOCAL_PATH>
R1,wo_densification_aware,Tanks & Temples,train,22.232507705688477,0.7997117042541504,0.2505718171596527,112.69252454249693,123.0,647.5343205313538,5956.0,0.219157,<LOCAL_PATH>
R1,wo_densification_aware,Deep Blending,drjohnson,29.517187118530273,0.8960161805152893,0.2808619737625122,115.39827767951236,127.0,741.1479500858686,7862.0,0.239812,<LOCAL_PATH>
R1,wo_densification_aware,Deep Blending,playroom,30.68094253540039,0.9055514931678772,0.2671433687210083,107.11338546522524,118.0,771.9300430816754,6826.0,0.205861,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,bicycle,24.215099334716797,0.6412129998207092,0.3903054893016815,138.528197216744,190.0,710.1926487142857,7842.0,0.244368,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,flowers,20.436933517456055,0.4842551350593567,0.48199936747550964,135.01827538811418,184.0,747.4537802666545,7733.0,0.202214,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,garden,26.812978744506836,0.8040432333946228,0.2251880168914795,203.2064666175312,259.0,546.8044978819488,8924.0,0.485573,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,stump,25.747350692749023,0.693170964717865,0.3770517110824585,125.62039051893355,162.0,757.3065121894219,6292.0,0.166035,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,treehill,22.733779907226562,0.5706588625907898,0.4845353364944458,134.11244777958711,174.0,732.4320626950242,7050.0,0.168496,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,room,31.561298370361328,0.9104365706443787,0.23687396943569183,146.25413589479265,184.0,707.1722111093475,10682.0,0.146911,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,counter,28.8487491607666,0.8980081081390381,0.21911057829856873,167.7233843863076,200.0,606.1129833716207,9940.0,0.171851,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,kitchen,31.440317153930664,0.921771228313446,0.13883528113365173,226.38266768933724,264.0,490.1226253862648,10860.0,0.313378,<LOCAL_PATH>
R1,wo_ipw,Mip-NeRF 360,bonsai,31.73663902282715,0.9343034625053406,0.20737645030021667,166.03874024165302,204.0,650.4244503577314,10748.0,0.228535,<LOCAL_PATH>
R1,wo_ipw,Tanks & Temples,truck,25.317813873291016,0.8579179644584656,0.19920621812343597,100.50309784903524,111.0,741.316934028871,4970.0,0.194526,<LOCAL_PATH>
R1,wo_ipw,Tanks & Temples,train,22.015905380249023,0.7750754356384277,0.27703961730003357,107.42405931511946,118.0,682.5595177949953,5802.0,0.16812,<LOCAL_PATH>
R1,wo_ipw,Deep Blending,drjohnson,29.133071899414062,0.8904348015785217,0.29303109645843506,111.34390738331028,123.0,762.0014037224012,7478.0,0.182337,<LOCAL_PATH>
R1,wo_ipw,Deep Blending,playroom,30.02435302734375,0.8950743079185486,0.2867943346500397,97.86509968170942,108.0,840.1435969101585,6851.0,0.120936,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,bicycle,24.137117385864258,0.6354261636734009,0.3957848846912384,137.57653255993637,189.0,714.4394251605734,8061.0,0.232382,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,flowers,20.389463424682617,0.4812891185283661,0.4860050082206726,132.77951081932318,182.0,747.915636570881,7655.0,0.194321,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,garden,26.731473922729492,0.8009335994720459,0.22904546558856964,198.79072952852792,255.0,555.1933955570804,8953.0,0.4761,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,stump,25.706329345703125,0.6899516582489014,0.38024240732192993,119.369773219817,155.0,772.1363775548086,6208.0,0.160334,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,treehill,22.61376953125,0.567751944065094,0.4878441095352173,129.77389609729303,171.0,716.3740414246454,6902.0,0.162051,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,room,31.56733512878418,0.909507155418396,0.23870143294334412,141.1016565585308,179.0,726.2764921384342,10736.0,0.144196,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,counter,28.791645050048828,0.8966355919837952,0.2215108573436737,162.52194175805522,195.0,619.2838921028348,9884.0,0.168001,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,kitchen,31.382328033447266,0.9205143451690674,0.14175337553024292,217.48702604405628,255.0,493.7143841108068,12272.0,0.302374,<LOCAL_PATH>
R1,budget_matched_fullrgb,Mip-NeRF 360,bonsai,31.681310653686523,0.9335657954216003,0.20980045199394226,160.95366279229185,198.0,655.1694106282056,9910.0,0.225383,<LOCAL_PATH>
R1,budget_matched_fullrgb,Tanks & Temples,truck,25.291948318481445,0.8571667075157166,0.2022494673728943,98.42638811548794,109.0,742.1456635163642,5198.0,0.190408,<LOCAL_PATH>
R1,budget_matched_fullrgb,Tanks & Temples,train,22.01142120361328,0.7721063494682312,0.28237542510032654,103.76171044743039,114.0,705.3762498751375,5876.0,0.158839,<LOCAL_PATH>
R1,budget_matched_fullrgb,Deep Blending,drjohnson,29.23142433166504,0.8901245594024658,0.2972557842731476,106.26733148427441,118.0,781.3446884108686,7594.0,0.174717,<LOCAL_PATH>
R1,budget_matched_fullrgb,Deep Blending,playroom,29.833202362060547,0.8948410153388977,0.29139840602874756,93.70594764921303,104.0,836.3207841915489,6478.0,0.117468,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,bicycle,24.833280563354492,0.714408278465271,0.31018996238708496,211.41939087214018,263.0,558.5677972573449,7801.0,0.537126,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,flowers,21.219924926757812,0.560617983341217,0.4060620367527008,216.714051003332,266.0,583.7354009670677,7711.0,0.487074,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,garden,27.08207893371582,0.8349230885505676,0.1744508296251297,270.42824130382553,326.0,493.40372290083735,9008.0,0.735531,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,stump,26.648632049560547,0.755814254283905,0.2967458963394165,180.32581468934035,216.0,625.2084125428527,6178.0,0.38553,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,treehill,22.867855072021484,0.6123090386390686,0.426491379737854,188.5486049215666,229.0,612.2506918204937,6567.0,0.396821,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,room,31.939571380615234,0.9196205139160156,0.2169087529182434,179.8115700783548,217.0,667.3819445514285,10181.0,0.207594,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,counter,29.1614990234375,0.906887412071228,0.20341195166110992,206.47614349421318,239.0,577.9949858182383,9997.0,0.208097,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,kitchen,31.792308807373047,0.9286131858825684,0.12649671733379364,277.686793377735,315.0,464.5936142683647,12821.0,0.379135,<LOCAL_PATH>
R2,fastgs_base,Mip-NeRF 360,bonsai,32.21897888183594,0.942081868648529,0.19067418575286865,206.04587417200693,245.0,599.1109812421209,9885.0,0.276287,<LOCAL_PATH>
R2,fastgs_base,Tanks & Temples,truck,25.693683624267578,0.8724155426025391,0.17843753099441528,129.35408218920915,140.0,703.6439763616918,4844.0,0.253171,<LOCAL_PATH>
R2,fastgs_base,Tanks & Temples,train,22.48326873779297,0.8056482672691345,0.2411845177412033,131.31296715101345,142.0,630.2686192602043,5285.0,0.231151,<LOCAL_PATH>
R2,fastgs_base,Deep Blending,drjohnson,29.511699676513672,0.897752046585083,0.27439597249031067,142.59254764096463,154.0,708.8254120580632,7498.0,0.249696,<LOCAL_PATH>
R2,fastgs_base,Deep Blending,playroom,30.561967849731445,0.9057368040084839,0.2640685737133026,128.0658642339884,139.0,739.2150227729743,6413.0,0.184785,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,bicycle,24.78437042236328,0.7134085297584534,0.31136757135391235,191.32424406498066,244.0,555.605857599548,7555.0,0.542387,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,flowers,21.19542694091797,0.5582242012023926,0.4082973301410675,190.5307063826291,240.0,572.5095418786423,7483.0,0.484349,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,garden,27.0848445892334,0.8345165252685547,0.176322340965271,242.62264302624652,299.0,490.02353957191355,8521.0,0.742172,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,stump,26.69810676574707,0.7554296255111694,0.29823294281959534,164.98871177298733,201.0,610.4618651998791,6222.0,0.388543,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,treehill,22.80047607421875,0.6100899577140808,0.43079084157943726,168.8446230356235,210.0,561.8946517388842,6604.0,0.390954,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,room,31.811777114868164,0.9194791913032532,0.2186633199453354,161.83522152312216,200.0,668.291614089455,10297.0,0.206546,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,counter,29.061376571655273,0.9058400392532349,0.2055552452802658,182.57693046155796,214.0,582.6359043212084,10596.0,0.206968,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,kitchen,31.77630043029785,0.9278008341789246,0.12784811854362488,241.52284020276815,278.0,493.43410136979935,11788.0,0.378236,<LOCAL_PATH>
R2,skipgs_base,Mip-NeRF 360,bonsai,32.046321868896484,0.9411594271659851,0.19230294227600098,181.95440664295344,219.0,619.0138490012126,10693.0,0.276125,<LOCAL_PATH>
R2,skipgs_base,Tanks & Temples,truck,25.685550689697266,0.8713099360466003,0.18037313222885132,110.06637748951036,120.0,717.7253212959827,4795.0,0.254385,<LOCAL_PATH>
R2,skipgs_base,Tanks & Temples,train,22.223180770874023,0.801776647567749,0.24501250684261322,118.20265254750403,129.0,637.6911990706619,5890.0,0.229649,<LOCAL_PATH>
R2,skipgs_base,Deep Blending,drjohnson,29.426589965820312,0.8966385126113892,0.2778579890727997,124.16772919339479,136.0,726.9703216845555,7324.0,0.247715,<LOCAL_PATH>
R2,skipgs_base,Deep Blending,playroom,30.655046463012695,0.9058750867843628,0.26656249165534973,110.35309084322199,121.0,791.7331723103514,6410.0,0.184892,<LOCAL_PATH>
R2,full,Mip-NeRF 360,bicycle,24.73480987548828,0.7116960883140564,0.31319212913513184,175.08076933961618,226.0,582.0309317610414,7900.0,0.537172,<LOCAL_PATH>
R2,full,Mip-NeRF 360,flowers,21.181150436401367,0.5585457682609558,0.4066695272922516,176.6878470150235,226.0,582.3165500508052,7656.0,0.49127,<LOCAL_PATH>
R2,full,Mip-NeRF 360,garden,27.113725662231445,0.8337813019752502,0.17656157910823822,231.87187337761895,288.0,478.54097188219674,8734.0,0.757244,<LOCAL_PATH>
R2,full,Mip-NeRF 360,stump,26.741012573242188,0.7567803859710693,0.29746881127357483,156.30662374698625,192.0,596.8909274411221,6298.0,0.395547,<LOCAL_PATH>
R2,full,Mip-NeRF 360,treehill,22.885643005371094,0.6097977757453918,0.4319137930870056,161.24554706763627,202.0,606.1222224810333,7051.0,0.395467,<LOCAL_PATH>
R2,full,Mip-NeRF 360,room,31.724590301513672,0.9171653389930725,0.22025978565216064,152.11506396622093,190.0,670.8813855883351,10073.0,0.210193,<LOCAL_PATH>
R2,full,Mip-NeRF 360,counter,28.973499298095703,0.9048447012901306,0.2066981941461563,174.05248290274622,206.0,596.7754191144711,9393.0,0.208242,<LOCAL_PATH>
R2,full,Mip-NeRF 360,kitchen,31.597749710083008,0.9271259903907776,0.1289065033197403,233.0873211095783,270.0,469.72271855518323,12039.0,0.379594,<LOCAL_PATH>
R2,full,Mip-NeRF 360,bonsai,31.907217025756836,0.9396309852600098,0.19273117184638977,174.68259831094898,212.0,622.107140343497,10135.0,0.277294,<LOCAL_PATH>
R2,full,Tanks & Temples,truck,25.577558517456055,0.86971515417099,0.18292135000228882,107.80984141518857,117.0,716.2010558845637,5383.0,0.254411,<LOCAL_PATH>
R2,full,Tanks & Temples,train,22.308591842651367,0.8003829717636108,0.24842673540115356,114.18221160035898,124.0,637.4801904785796,5448.0,0.223683,<LOCAL_PATH>
R2,full,Deep Blending,drjohnson,28.93265151977539,0.8912758231163025,0.2802087664604187,118.65218331439375,130.0,728.0534122005197,7504.0,0.243069,<LOCAL_PATH>
R2,full,Deep Blending,playroom,30.61734962463379,0.9040332436561584,0.2660810053348541,107.57472973358834,118.0,781.5352236822924,6326.0,0.198696,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,bicycle,24.777263641357422,0.7129639983177185,0.31201571226119995,181.46187306018223,233.0,565.9263561156533,7614.0,0.536394,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,flowers,21.175691604614258,0.5577688813209534,0.4087170362472534,182.0805428609162,231.0,576.8280509034175,7648.0,0.486999,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,garden,27.1645565032959,0.834100067615509,0.1776220053434372,236.41751569507656,293.0,483.26111783588453,8971.0,0.734353,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,stump,26.67502784729004,0.7551740407943726,0.29854482412338257,161.65541238204477,198.0,612.1697055464043,6034.0,0.387999,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,treehill,22.861661911010742,0.6105018258094788,0.43063315749168396,166.55631914357295,207.0,609.1474778158541,7160.0,0.390954,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,room,31.756444931030273,0.9187266230583191,0.21883778274059296,159.1978350700224,197.0,677.7933973124324,10230.0,0.208,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,counter,29.02477264404297,0.9055851697921753,0.2061341106891632,180.49589571021778,212.0,581.4521931774123,9808.0,0.20726,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,kitchen,31.667640686035156,0.9280003309249878,0.12832888960838318,238.75844453339062,276.0,486.81386603973687,11848.0,0.377328,<LOCAL_PATH>
R2,wo_channel,Mip-NeRF 360,bonsai,32.02447509765625,0.9411208629608154,0.19244638085365295,179.3729974301106,216.0,622.915102135184,9928.0,0.276521,<LOCAL_PATH>
